Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55
WML3-IT-MF_S13_L001_R2_001 - polya	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(12.0, 0.006913309136751355)	(17.0, 0.025619910330313845)	(22.0, 0.02643324081699048)	(27.0, 0.026839906060328787)	(32.0, 0.029686562763696994)	(37.0, 0.031313223737050255)	(42.0, 0.03395654781874931)	(47.0, 0.03659987190044835)	(52.0, 0.0406665243338315)	(57.0, 0.055306473094010836)	(62.0, 0.0675064303941603)	(67.0, 0.07197974807088175)	(72.0, 0.07279307855755839)	(77.0, 0.07360640904423502)	(82.0, 0.07523307001758828)	(87.0, 0.07543640263925744)	(92.0, 0.07929972245097142)	(97.0, 0.08702636207439941)	(102.0, 0.09190634499445918)	(107.0, 0.09556633218450403)	(112.0, 0.09556633218450403)	(117.0, 0.09556633218450403)	(122.0, 0.09780299102286474)	(127.0, 0.09983631723955634)	(132.0, 0.10064964772623294)	(137.0, 0.10146297821290959)	(142.0, 0.10796962210632263)	(147.0, 0.11711959008143472)	(152.0, 0.11793292056811136)	(157.0, 0.11793292056811136)	(162.0, 0.11793292056811136)	(167.0, 0.11793292056811136)	(172.0, 0.11976291416313375)	(177.0, 0.12016957940647208)	(182.0, 0.12159290775815619)	(187.0, 0.12281290348817112)	(192.0, 0.12382956659651692)	(197.0, 0.12525289494820102)	(202.0, 0.12667622329988512)	(207.0, 0.129116214759915)	(212.0, 0.13297953457162898)	(217.0, 0.13562285865332804)	(222.0, 0.13806285011335795)	(227.0, 0.14558615711511677)	(232.0, 0.15717611655025876)	(237.0, 0.15798944703693535)	(240.0, 0.15961610801028864)
WML3-IT-MF_S13_L001_R2_001 - polyg	(1.0, 0.49003161822266955)	(2.0, 0.5042649017395106)	(3.0, 0.5052815648478564)	(4.0, 0.5062982279562022)	(5.0, 0.5062982279562022)	(6.0, 0.5062982279562022)	(7.0, 0.507314891064548)	(8.0, 0.507314891064548)	(9.0, 0.507314891064548)	(12.0, 0.507314891064548)	(17.0, 0.507314891064548)	(22.0, 0.5079248889295556)	(27.0, 0.5083315541728938)	(32.0, 0.5083315541728938)	(37.0, 0.5091448846595703)	(42.0, 0.5093482172812395)	(47.0, 0.5093482172812395)	(52.0, 0.5093482172812395)	(57.0, 0.5093482172812395)	(62.0, 0.5093482172812395)	(67.0, 0.5093482172812395)	(72.0, 0.5093482172812395)	(77.0, 0.5093482172812395)	(82.0, 0.5093482172812395)	(87.0, 0.5093482172812395)	(92.0, 0.5103648803895853)	(97.0, 0.5103648803895853)	(102.0, 0.5103648803895853)	(107.0, 0.5103648803895853)	(112.0, 0.5103648803895853)	(117.0, 0.5103648803895853)	(122.0, 0.528054818474802)	(127.0, 0.8035705208365105)	(132.0, 0.8350870771952298)	(137.0, 0.884293571639166)	(142.0, 0.9564766523317167)	(147.0, 0.9780299102286476)	(152.0, 0.988806539177113)	(157.0, 0.9957198483138642)	(162.0, 1.0062931446406604)	(167.0, 1.0125964559124043)	(172.0, 1.0138164516424193)	(177.0, 1.0158497778591111)	(182.0, 1.0176797714541332)	(187.0, 1.018696434562479)	(192.0, 1.0195097650491556)	(197.0, 1.0197130976708249)	(202.0, 1.0197130976708249)	(207.0, 1.0205264281575013)	(212.0, 1.0207297607791705)	(217.0, 1.0207297607791705)	(222.0, 1.0207297607791705)	(227.0, 1.0219497565091857)	(232.0, 1.0239830827258771)	(237.0, 1.0432996817844469)	(240.0, 1.05224631713789)
WML4-IT-MF_S14_L001_R1_001 - nextera_transposase_sequence	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(12.0, 0.0)	(17.0, 0.0)	(22.0, 0.0)	(27.0, 0.0)	(32.0, 0.0)	(37.0, 0.0)	(42.0, 0.0)	(47.0, 0.0)	(52.0, 0.0)	(57.0, 0.0)	(62.0, 0.0)	(67.0, 0.0)	(72.0, 0.00038465976843481944)	(77.0, 0.0004808247105435243)	(82.0, 0.0004808247105435243)	(87.0, 0.0004808247105435243)	(92.0, 0.0004808247105435243)	(97.0, 0.0004808247105435243)	(102.0, 0.0004808247105435243)	(107.0, 0.0004808247105435243)	(112.0, 0.000673154594760934)	(117.0, 0.0009616494210870486)	(122.0, 0.0009616494210870486)	(127.0, 0.0009616494210870486)	(132.0, 0.0009616494210870486)	(137.0, 0.0009616494210870486)	(142.0, 0.0009616494210870486)	(147.0, 0.0009616494210870486)	(152.0, 0.0009616494210870486)	(157.0, 0.0009616494210870486)	(162.0, 0.0009616494210870486)	(167.0, 0.0009616494210870486)	(172.0, 0.0009616494210870486)	(177.0, 0.0013463091895218678)	(182.0, 0.0014424741316305728)	(187.0, 0.0014424741316305728)	(192.0, 0.0024041235527176214)	(197.0, 0.0024041235527176214)	(202.0, 0.0025002884948263264)	(207.0, 0.003846597684348194)	(212.0, 0.00932799938454437)	(217.0, 2.187656268030927)	(222.0, 9.089029503404237)	(227.0, 10.102031003577334)	(232.0, 10.129630341962534)	(237.0, 10.130976651152057)	(240.0, 10.131938300573143)
WML4-IT-MF_S14_L001_R1_001 - polyg	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(12.0, 0.0)	(17.0, 0.0)	(22.0, 0.0)	(27.0, 0.0)	(32.0, 0.0)	(37.0, 0.0)	(42.0, 0.0)	(47.0, 0.0)	(52.0, 0.0)	(57.0, 0.00038465976843481944)	(62.0, 0.0004808247105435243)	(67.0, 0.0004808247105435243)	(72.0, 0.0009616494210870486)	(77.0, 0.13943916605762205)	(82.0, 1.6282647997845907)	(87.0, 2.4769204138939105)	(92.0, 2.766857714351656)	(97.0, 2.869561872523753)	(102.0, 2.9308189406469976)	(107.0, 2.971208216332654)	(112.0, 2.995057121975613)	(117.0, 3.005058275954918)	(122.0, 3.0190021925606803)	(127.0, 3.030830480440051)	(132.0, 3.0389083355771818)	(137.0, 3.0506404585144438)	(142.0, 3.0613147670885104)	(147.0, 3.072662230257337)	(152.0, 3.0826633842366427)	(157.0, 3.088721775589491)	(162.0, 3.092376043389622)	(167.0, 3.0967034657845134)	(172.0, 3.099588414047775)	(177.0, 3.1022810324268186)	(182.0, 3.1112243720429285)	(187.0, 3.1190137323537335)	(192.0, 3.1198792168327114)	(197.0, 3.1217063507327767)	(202.0, 3.1220910105012116)	(207.0, 3.1224756702696466)	(212.0, 3.1228603300380815)	(217.0, 3.124687463938147)	(222.0, 3.1253606185329077)	(227.0, 3.125649113359234)	(232.0, 3.1263222679539946)	(237.0, 3.1263222679539946)	(240.0, 3.1263222679539946)
WML4-IT-MF_S14_L001_R2_001 - nextera_transposase_sequence	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(12.0, 0.0)	(17.0, 0.0)	(22.0, 0.0)	(27.0, 0.00019232988421740972)	(32.0, 0.0004808247105435243)	(37.0, 0.0004808247105435243)	(42.0, 0.0004808247105435243)	(47.0, 0.0008654844789783437)	(52.0, 0.0014424741316305728)	(57.0, 0.0014424741316305728)	(62.0, 0.0014424741316305728)	(67.0, 0.0014424741316305728)	(72.0, 0.0014424741316305728)	(77.0, 0.0014424741316305728)	(82.0, 0.0014424741316305728)	(87.0, 0.0014424741316305728)	(92.0, 0.0014424741316305728)	(97.0, 0.0014424741316305728)	(102.0, 0.0014424741316305728)	(107.0, 0.0014424741316305728)	(112.0, 0.0016348040158479823)	(117.0, 0.001923298842174097)	(122.0, 0.001923298842174097)	(127.0, 0.001923298842174097)	(132.0, 0.001923298842174097)	(137.0, 0.001923298842174097)	(142.0, 0.001923298842174097)	(147.0, 0.001923298842174097)	(152.0, 0.0021156287263915064)	(157.0, 0.0024041235527176214)	(162.0, 0.0024041235527176214)	(167.0, 0.0024041235527176214)	(172.0, 0.0024041235527176214)	(177.0, 0.00317344308958726)	(182.0, 0.0033657729738046697)	(187.0, 0.0033657729738046697)	(192.0, 0.005577566642304881)	(197.0, 0.006731545947609339)	(202.0, 0.007404700542370274)	(207.0, 0.0099049890371966)	(212.0, 0.028945647574720162)	(217.0, 10.562468746393815)	(222.0, 39.37800515444089)	(227.0, 42.95322537215833)	(232.0, 43.0269838827557)	(237.0, 43.02958033619264)	(240.0, 43.02996499596107)
WML4-IT-MF_S14_L001_R2_001 - polya	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(12.0, 0.017790514290110398)	(17.0, 0.053756202638766)	(22.0, 0.058564449744201254)	(27.0, 0.06308420202331037)	(32.0, 0.07645112897642035)	(37.0, 0.07981690195022503)	(42.0, 0.08241335538716006)	(47.0, 0.08491364388198638)	(52.0, 0.09106820017694349)	(57.0, 0.11443628110935875)	(62.0, 0.1367465476785783)	(67.0, 0.14742085625264453)	(72.0, 0.1523252683001885)	(77.0, 0.1548255567950148)	(82.0, 0.1549217217371235)	(87.0, 0.15819132976881947)	(92.0, 0.16963495787975535)	(97.0, 0.19300303881217062)	(102.0, 0.20261953302304114)	(107.0, 0.20560064622841095)	(112.0, 0.20704312036004152)	(117.0, 0.208197099665346)	(122.0, 0.20935107897065047)	(127.0, 0.212428357118129)	(132.0, 0.21819825364465126)	(137.0, 0.22329499557641266)	(142.0, 0.23608493287687043)	(147.0, 0.2537792822248721)	(152.0, 0.26070315805669886)	(157.0, 0.26281878678309034)	(162.0, 0.26378043620417746)	(167.0, 0.2639727660883948)	(172.0, 0.2639727660883948)	(177.0, 0.2649344155094818)	(182.0, 0.26781936377274296)	(187.0, 0.26974266261491714)	(192.0, 0.2728199407623957)	(197.0, 0.27368542524137396)	(202.0, 0.27455090972035234)	(207.0, 0.27455090972035234)	(212.0, 0.27714736315728733)	(217.0, 0.28378274416278804)	(222.0, 0.2866676924260491)	(227.0, 0.2988806400738547)	(232.0, 0.32224872100627)	(237.0, 0.3267684732853791)	(240.0, 0.32744162788014003)
WML4-IT-MF_S14_L001_R2_001 - polyg	(1.0, 0.9616494210870485)	(2.0, 1.0140593145362926)	(3.0, 1.0169442627995537)	(4.0, 1.0169442627995537)	(5.0, 1.0174250875100974)	(6.0, 1.0179059122206409)	(7.0, 1.0179059122206409)	(8.0, 1.0183867369311843)	(9.0, 1.018867561641728)	(12.0, 1.019156056468054)	(17.0, 1.0200215409470323)	(22.0, 1.0205985305996845)	(27.0, 1.021175520252337)	(32.0, 1.021464015078663)	(37.0, 1.022041004731315)	(42.0, 1.0232911489787284)	(47.0, 1.023964303573489)	(52.0, 1.0246374581682502)	(57.0, 1.0248297880524675)	(62.0, 1.0251182828787937)	(67.0, 1.0251182828787937)	(72.0, 1.026656921952533)	(77.0, 1.0270415817209677)	(82.0, 1.027330076547294)	(87.0, 1.0279070661999463)	(92.0, 1.0283878909104895)	(97.0, 1.028580220794707)	(102.0, 1.028964880563142)	(107.0, 1.028964880563142)	(112.0, 1.028964880563142)	(117.0, 1.0295418702157941)	(122.0, 1.0306958495210985)	(127.0, 1.0686810016540371)	(132.0, 2.821383236527292)	(137.0, 2.826095318690618)	(142.0, 2.8269608031695967)	(147.0, 2.827537792822249)	(152.0, 2.8278262876485747)	(157.0, 2.8282109474170096)	(162.0, 2.8282109474170096)	(167.0, 2.8282109474170096)	(172.0, 2.8282109474170096)	(177.0, 2.8282109474170096)	(182.0, 2.8282109474170096)	(187.0, 2.8282109474170096)	(192.0, 2.828691772127553)	(197.0, 2.8296534215486404)	(202.0, 2.8296534215486404)	(207.0, 2.8296534215486404)	(212.0, 2.8296534215486404)	(217.0, 2.829941916374967)	(222.0, 2.8303265761434013)	(227.0, 2.8306150709697273)	(232.0, 2.8310958956802708)	(237.0, 2.8313843905065967)	(240.0, 2.8320575451013577)
WML5-IT-MF_S15_L001_R1_001 - nextera_transposase_sequence	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(12.0, 0.0)	(17.0, 0.0)	(22.0, 0.0)	(27.0, 0.0)	(32.0, 0.0)	(37.0, 0.0)	(42.0, 0.0)	(47.0, 0.48771632578966473)	(52.0, 1.204163136875227)	(57.0, 1.204163136875227)	(62.0, 1.204163136875227)	(67.0, 1.204163136875227)	(72.0, 1.204163136875227)	(77.0, 1.204163136875227)	(82.0, 1.204163136875227)	(87.0, 1.204163136875227)	(92.0, 1.204163136875227)	(97.0, 1.204163136875227)	(102.0, 1.204163136875227)	(107.0, 1.204163136875227)	(112.0, 1.204163136875227)	(117.0, 1.204163136875227)	(122.0, 1.204163136875227)	(127.0, 1.204163136875227)	(132.0, 1.2102142079148008)	(137.0, 1.2102142079148008)	(142.0, 1.2102142079148008)	(147.0, 1.2102142079148008)	(152.0, 1.2102142079148008)	(157.0, 1.2102142079148008)	(162.0, 1.2102142079148008)	(167.0, 1.2102142079148008)	(172.0, 1.2102142079148008)	(177.0, 1.2102142079148008)	(182.0, 1.2102142079148008)	(187.0, 1.2102142079148008)	(192.0, 1.2102142079148008)	(197.0, 1.2102142079148008)	(202.0, 1.2102142079148008)	(207.0, 1.2102142079148008)	(212.0, 1.2102142079148008)	(217.0, 1.2562023478155635)	(222.0, 3.4152244947355683)	(227.0, 3.426116422606802)	(232.0, 3.4370083504780347)	(237.0, 3.4370083504780347)	(240.0, 3.4370083504780347)
WML5-IT-MF_S15_L001_R1_001 - polyg	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(12.0, 0.0)	(17.0, 0.0)	(22.0, 0.0)	(27.0, 0.0)	(32.0, 0.0)	(37.0, 0.0)	(42.0, 0.0)	(47.0, 0.0)	(52.0, 0.0)	(57.0, 0.0)	(62.0, 0.0)	(67.0, 0.0)	(72.0, 0.0)	(77.0, 0.0)	(82.0, 0.016942998910807215)	(87.0, 0.036306426237444026)	(92.0, 0.042357497277018034)	(97.0, 0.05688006777199565)	(102.0, 0.060510710395740054)	(107.0, 0.060510710395740054)	(112.0, 0.060510710395740054)	(117.0, 0.12102142079148008)	(122.0, 1.0831417160837469)	(127.0, 1.3409173423695993)	(132.0, 1.385695268062447)	(137.0, 1.417160837468232)	(142.0, 1.4377344790027835)	(147.0, 1.440154907418613)	(152.0, 1.440154907418613)	(157.0, 1.440154907418613)	(162.0, 1.4437855500423575)	(167.0, 1.4498366210819316)	(172.0, 1.4522570494977611)	(177.0, 1.4522570494977611)	(182.0, 1.464359191576909)	(187.0, 1.482512404695631)	(192.0, 1.482512404695631)	(197.0, 1.482512404695631)	(202.0, 1.482512404695631)	(207.0, 1.4873532615272904)	(212.0, 1.488563475735205)	(217.0, 1.488563475735205)	(222.0, 1.488563475735205)	(227.0, 1.488563475735205)	(232.0, 1.488563475735205)	(237.0, 1.488563475735205)	(240.0, 1.488563475735205)
WML5-IT-MF_S15_L001_R2_001 - nextera_transposase_sequence	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(12.0, 0.0)	(17.0, 0.0)	(22.0, 0.0)	(27.0, 0.0)	(32.0, 0.0)	(37.0, 0.0)	(42.0, 0.0)	(47.0, 0.5530678930170639)	(52.0, 1.367542054943725)	(57.0, 1.367542054943725)	(62.0, 1.367542054943725)	(67.0, 1.367542054943725)	(72.0, 1.367542054943725)	(77.0, 1.367542054943725)	(82.0, 1.367542054943725)	(87.0, 1.367542054943725)	(92.0, 1.367542054943725)	(97.0, 1.367542054943725)	(102.0, 1.367542054943725)	(107.0, 1.367542054943725)	(112.0, 1.367542054943725)	(117.0, 1.367542054943725)	(122.0, 1.367542054943725)	(127.0, 1.367542054943725)	(132.0, 1.373593125983299)	(137.0, 1.373593125983299)	(142.0, 1.373593125983299)	(147.0, 1.373593125983299)	(152.0, 1.373593125983299)	(157.0, 1.373593125983299)	(162.0, 1.373593125983299)	(167.0, 1.373593125983299)	(172.0, 1.373593125983299)	(177.0, 1.373593125983299)	(182.0, 1.373593125983299)	(187.0, 1.373593125983299)	(192.0, 1.373593125983299)	(197.0, 1.373593125983299)	(202.0, 1.373593125983299)	(207.0, 1.373593125983299)	(212.0, 1.379644197022873)	(217.0, 1.6059542539029408)	(222.0, 18.812779862035583)	(227.0, 18.895074428173785)	(232.0, 18.909596998668764)	(237.0, 18.909596998668764)	(240.0, 18.909596998668764)
WML5-IT-MF_S15_L001_R2_001 - polya	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(12.0, 0.01089192787123321)	(17.0, 0.02783492678204042)	(22.0, 0.03388599782161443)	(27.0, 0.04356771148493284)	(32.0, 0.05930049618782525)	(37.0, 0.07140263826697324)	(42.0, 0.07503328089071766)	(47.0, 0.08350478034612127)	(52.0, 0.08713542296986566)	(57.0, 0.11618056395982088)	(62.0, 0.1331235628706281)	(67.0, 0.1452257049497761)	(72.0, 0.1452257049497761)	(77.0, 0.1452257049497761)	(82.0, 0.1452257049497761)	(87.0, 0.1452257049497761)	(92.0, 0.1476461333656057)	(97.0, 0.16579934648432776)	(102.0, 0.18879341643470898)	(107.0, 0.19968534430594215)	(112.0, 0.19968534430594215)	(117.0, 0.19968534430594215)	(122.0, 0.19968534430594215)	(127.0, 0.19968534430594215)	(132.0, 0.19968534430594215)	(137.0, 0.20815684376134574)	(142.0, 0.22025898584049375)	(147.0, 0.22388962846423816)	(152.0, 0.22388962846423816)	(157.0, 0.22388962846423816)	(162.0, 0.22388962846423816)	(167.0, 0.22388962846423816)	(172.0, 0.22388962846423816)	(177.0, 0.22388962846423816)	(182.0, 0.22631005688006778)	(187.0, 0.22994069950381218)	(192.0, 0.23478155633547138)	(197.0, 0.2359917705433862)	(202.0, 0.2396224131671306)	(207.0, 0.24446326999878978)	(212.0, 0.2480939126225342)	(217.0, 0.2601960547016822)	(222.0, 0.2601960547016822)	(227.0, 0.2601960547016822)	(232.0, 0.2601960547016822)	(237.0, 0.2601960547016822)	(240.0, 0.2601960547016822)
WML5-IT-MF_S15_L001_R2_001 - polyg	(1.0, 0.35701319133486625)	(2.0, 0.3933196175723103)	(3.0, 0.3933196175723103)	(4.0, 0.3933196175723103)	(5.0, 0.3933196175723103)	(6.0, 0.3933196175723103)	(7.0, 0.3933196175723103)	(8.0, 0.3933196175723103)	(9.0, 0.3933196175723103)	(12.0, 0.3933196175723103)	(17.0, 0.3933196175723103)	(22.0, 0.39574004598813983)	(27.0, 0.3993706886118843)	(32.0, 0.3993706886118843)	(37.0, 0.3993706886118843)	(42.0, 0.3993706886118843)	(47.0, 0.3993706886118843)	(52.0, 0.3993706886118843)	(57.0, 0.3993706886118843)	(62.0, 0.3993706886118843)	(67.0, 0.3993706886118843)	(72.0, 0.3993706886118843)	(77.0, 0.3993706886118843)	(82.0, 0.3993706886118843)	(87.0, 0.3993706886118843)	(92.0, 0.3993706886118843)	(97.0, 0.3993706886118843)	(102.0, 0.3993706886118843)	(107.0, 0.3993706886118843)	(112.0, 0.3993706886118843)	(117.0, 0.3993706886118843)	(122.0, 0.5034491104925571)	(127.0, 1.5163984025172454)	(132.0, 1.5962725402396223)	(137.0, 1.664044535882851)	(142.0, 1.6846181774174027)	(147.0, 1.7136633184073582)	(152.0, 1.719714389446932)	(157.0, 1.7293961031102505)	(162.0, 1.7318165315260803)	(167.0, 1.7439186736052281)	(172.0, 1.7729638145951836)	(177.0, 1.788696599298076)	(182.0, 1.7911170277139052)	(187.0, 1.7911170277139052)	(192.0, 1.793537456129735)	(197.0, 1.7971680987534793)	(202.0, 1.7971680987534793)	(207.0, 1.7971680987534793)	(212.0, 1.7971680987534793)	(217.0, 1.7971680987534793)	(222.0, 1.7971680987534793)	(227.0, 1.7971680987534793)	(232.0, 1.7971680987534793)	(237.0, 1.8032191697930533)	(240.0, 1.8032191697930533)
XB-IT-MF_S16_L001_R1_001 - nextera_transposase_sequence	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(12.0, 0.0)	(17.0, 0.0)	(22.0, 0.0)	(27.0, 0.0)	(32.0, 0.0)	(37.0, 0.00027221624858787824)	(42.0, 0.0013610812429393911)	(47.0, 0.7502279811081923)	(52.0, 1.8333764342393597)	(57.0, 1.8333764342393597)	(62.0, 1.8333764342393597)	(67.0, 1.8333764342393597)	(72.0, 1.8333764342393597)	(77.0, 1.8333764342393597)	(82.0, 1.8333764342393597)	(87.0, 1.8333764342393597)	(92.0, 1.8333764342393597)	(97.0, 1.8333764342393597)	(102.0, 1.8333764342393597)	(107.0, 1.8347375154822991)	(112.0, 1.8347375154822991)	(117.0, 1.8347375154822991)	(122.0, 1.8347375154822991)	(127.0, 1.8347375154822991)	(132.0, 1.8347375154822991)	(137.0, 1.8347375154822991)	(142.0, 1.8347375154822991)	(147.0, 1.8347375154822991)	(152.0, 1.8347375154822991)	(157.0, 1.8347375154822991)	(162.0, 1.8347375154822991)	(167.0, 1.8363708129738263)	(172.0, 1.8469872466687538)	(177.0, 1.8469872466687538)	(182.0, 1.8469872466687538)	(187.0, 1.8469872466687538)	(192.0, 1.8475316791659295)	(197.0, 1.8483483279116932)	(202.0, 1.8494371929060445)	(207.0, 1.8497094091546322)	(212.0, 1.8556981666235657)	(217.0, 11.639966789617672)	(222.0, 33.53105306855766)	(227.0, 35.05981952062719)	(232.0, 35.07506363054811)	(237.0, 35.07669692803964)	(240.0, 35.07778579303399)
XB-IT-MF_S16_L001_R1_001 - polyg	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(12.0, 0.0)	(17.0, 0.0)	(22.0, 0.0)	(27.0, 0.0)	(32.0, 0.0)	(37.0, 0.0)	(42.0, 0.0)	(47.0, 0.0)	(52.0, 0.0)	(57.0, 0.0)	(62.0, 0.0)	(67.0, 0.0013610812429393911)	(72.0, 0.0016332974915272695)	(77.0, 0.5621265533339684)	(82.0, 5.132637367124444)	(87.0, 6.782540049815575)	(92.0, 7.1666371765730705)	(97.0, 7.302745300867008)	(102.0, 7.399382069115705)	(107.0, 7.500646513590395)	(112.0, 7.532768030923765)	(117.0, 7.5983721468334435)	(122.0, 8.926243007445114)	(127.0, 9.283662941841)	(132.0, 9.340556137795865)	(137.0, 9.365327816417363)	(142.0, 9.385199602564276)	(147.0, 9.404799172462603)	(152.0, 9.415960038654708)	(157.0, 9.418682201140586)	(162.0, 9.421676579875053)	(167.0, 9.426576472349634)	(172.0, 9.430115283581276)	(177.0, 9.43338187856433)	(182.0, 9.441548366021967)	(187.0, 9.445903825999373)	(192.0, 9.447264907242314)	(197.0, 9.451892583468306)	(202.0, 9.454342529705597)	(207.0, 9.456248043445715)	(212.0, 9.457064692191476)	(217.0, 9.46169236841747)	(222.0, 9.464414530903351)	(227.0, 9.464958963400525)	(232.0, 9.465503395897702)	(237.0, 9.467408909637816)	(240.0, 9.467681125886404)
XB-IT-MF_S16_L001_R2_001 - nextera_transposase_sequence	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(12.0, 0.0)	(17.0, 0.0)	(22.0, 0.0)	(27.0, 0.0)	(32.0, 0.0)	(37.0, 0.00027221624858787824)	(42.0, 0.0013610812429393911)	(47.0, 0.7453280886336106)	(52.0, 1.825209946781723)	(57.0, 1.825209946781723)	(62.0, 1.825209946781723)	(67.0, 1.825209946781723)	(72.0, 1.825209946781723)	(77.0, 1.825209946781723)	(82.0, 1.825209946781723)	(87.0, 1.825209946781723)	(92.0, 1.825209946781723)	(97.0, 1.825754379278899)	(102.0, 1.8279321092676022)	(107.0, 1.830654271753481)	(112.0, 1.830654271753481)	(117.0, 1.830654271753481)	(122.0, 1.830654271753481)	(127.0, 1.830654271753481)	(132.0, 1.830654271753481)	(137.0, 1.830654271753481)	(142.0, 1.830654271753481)	(147.0, 1.830654271753481)	(152.0, 1.830654271753481)	(157.0, 1.830654271753481)	(162.0, 1.8320153529964205)	(167.0, 1.8390929754597054)	(172.0, 1.8497094091546322)	(177.0, 1.8497094091546322)	(182.0, 1.8497094091546322)	(187.0, 1.8497094091546322)	(192.0, 1.8502538416518082)	(197.0, 1.8510704903975719)	(202.0, 1.8521593553919236)	(207.0, 1.8535204366348625)	(212.0, 1.8605980590981477)	(217.0, 13.295586013529146)	(222.0, 39.04397653495937)	(227.0, 40.92989070517619)	(232.0, 40.9454070313457)	(237.0, 40.947040328837225)	(240.0, 40.948129193831576)
XB-IT-MF_S16_L001_R2_001 - polya	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(12.0, 0.004083243728818173)	(17.0, 0.01796627240679996)	(22.0, 0.022321732384206015)	(27.0, 0.02667719236161207)	(32.0, 0.03811027480230295)	(37.0, 0.04219351853112112)	(42.0, 0.045187897265587786)	(47.0, 0.04763784350287869)	(52.0, 0.05063222223734535)	(57.0, 0.05798206094921806)	(62.0, 0.06451525091532713)	(67.0, 0.07812606334472105)	(72.0, 0.082753739570715)	(77.0, 0.0838426045650665)	(82.0, 0.0862925508023574)	(87.0, 0.0898313620339998)	(92.0, 0.0950034707571695)	(97.0, 0.10670876944644828)	(102.0, 0.11160866192103007)	(107.0, 0.1124253106667937)	(112.0, 0.11351417566114522)	(117.0, 0.11460304065549673)	(122.0, 0.11977514937866643)	(127.0, 0.12276952811313309)	(132.0, 0.12630833934477548)	(137.0, 0.12848606933347853)	(142.0, 0.13556369179676336)	(147.0, 0.14264131426004817)	(152.0, 0.14427461175157544)	(157.0, 0.14454682800016333)	(162.0, 0.14699677423745425)	(167.0, 0.14699677423745425)	(172.0, 0.14699677423745425)	(177.0, 0.14699677423745425)	(182.0, 0.14699677423745425)	(187.0, 0.14699677423745425)	(192.0, 0.14917450422615727)	(197.0, 0.14971893672333303)	(202.0, 0.14971893672333303)	(207.0, 0.14971893672333303)	(212.0, 0.15189666671203605)	(217.0, 0.1538021804521512)	(222.0, 0.15652434293802997)	(227.0, 0.16414639789849056)	(232.0, 0.178846075322236)	(237.0, 0.1823848865538784)	(240.0, 0.1823848865538784)
